time,ax,ay,az,atotal
2.1036951541900635,0.04,-0.04,0.01,0.05
2.113673210144043,0.04,-0.05,0.02,0.06
2.1235971450805664,0.05,-0.04,0.02,0.06
2.133620262145996,0.05,-0.04,0.03,0.07
2.143855094909668,0.05,-0.04,0.02,0.06
2.153656005859375,0.05,-0.04,0.02,0.06
2.1634790897369385,0.05,-0.03,0.01,0.05
2.173445224761963,0.03,-0.03,0.03,0.05
2.183502197265625,0.04,-0.04,0.03,0.06
2.1980390548706055,0.04,-0.03,0.02,0.05
2.203434944152832,0.04,-0.03,0.02,0.05
2.2133231163024902,0.04,-0.04,0.03,0.06
2.223273277282715,0.05,-0.04,0.02,0.06
2.233283042907715,0.04,-0.04,0.02,0.06
2.2433199882507324,0.04,-0.05,0.03,0.07
2.253296136856079,0.04,-0.05,0.03,0.07
2.263134002685547,0.04,-0.04,0.03,0.06
2.273153066635132,0.04,-0.03,0.03,0.05
2.2833831310272217,0.04,-0.04,0.03,0.06
2.2976601123809814,0.05,-0.04,0.02,0.06
2.303030014038086,0.05,-0.05,0.02,0.07
2.312941074371338,0.04,-0.03,0.02,0.05
2.322916030883789,0.03,-0.03,0.02,0.04
2.3329410552978516,0.04,-0.03,0.02,0.05
2.342942237854004,0.05,-0.04,0.03,0.07
2.3529300689697266,0.04,-0.04,0.03,0.06
2.3631300926208496,0.05,-0.04,0.03,0.07
2.3727900981903076,0.05,-0.04,0.02,0.06
2.3828272819519043,0.03,-0.05,0.01,0.05
2.3975071907043457,0.03,-0.04,0.02,0.05
2.402804136276245,0.04,-0.05,0.01,0.06
2.412722110748291,0.05,-0.04,0.02,0.06
2.4226651191711426,0.05,-0.04,0.03,0.07
2.432664155960083,0.05,-0.04,0.03,0.07
2.442574977874756,0.04,-0.03,0.02,0.05
2.45263409614563,0.04,-0.04,0.03,0.06
2.4625229835510254,0.03,-0.04,0.03,0.05
2.472506046295166,0.04,-0.04,0.02,0.06
2.4827001094818115,0.05,-0.04,0.02,0.06
2.497000217437744,0.05,-0.04,0.01,0.06
2.502472162246704,0.04,-0.04,0.02,0.06
2.5124361515045166,0.05,-0.04,0.03,0.07
2.5224032402038574,0.04,-0.04,0.02,0.06
2.5323171615600586,0.04,-0.04,0.02,0.06
2.54226016998291,0.05,-0.04,0.02,0.06
2.552227020263672,0.05,-0.04,0.02,0.06
2.562096118927002,0.04,-0.04,0.02,0.06
2.572167158126831,0.04,-0.03,0.03,0.05
2.5821352005004883,0.04,-0.04,0.02,0.06
2.5971851348876953,0.03,-0.04,0.03,0.05
2.6022231578826904,0.04,-0.04,0.02,0.06
2.6120152473449707,0.04,-0.04,0.04,0.06
2.621986150741577,0.05,-0.04,0.02,0.06
2.631984233856201,0.04,-0.03,0.02,0.05
2.6420321464538574,0.04,-0.04,0.02,0.06
2.652184009552002,0.03,-0.05,0.03,0.06
2.6618621349334717,0.03,-0.04,0.02,0.05
2.671769142150879,0.04,-0.04,0.02,0.06
2.6818552017211914,0.03,-0.04,0.02,0.05
2.6969470977783203,0.04,-0.04,0.03,0.06
2.703442096710205,0.04,-0.04,0.03,0.06
2.712131977081299,0.03,-0.04,0.03,0.05
2.7217230796813965,0.04,-0.04,0.01,0.05
2.7316532135009766,0.04,-0.04,0.02,0.06
2.741605281829834,0.05,-0.04,0.02,0.06
2.7515039443969727,0.04,-0.03,0.02,0.05
2.7616400718688965,0.04,-0.03,0.03,0.05
2.7714991569519043,0.03,-0.03,0.03,0.05
2.781717300415039,0.03,-0.04,0.03,0.05
2.79666805267334,0.04,-0.06,0.02,0.07
2.8014392852783203,0.05,-0.04,0.01,0.06
2.811491012573242,0.04,-0.04,0.03,0.06
2.821376085281372,0.04,-0.04,0.02,0.06
2.831601142883301,0.05,-0.04,0.03,0.07
2.84135103225708,0.04,-0.03,0.03,0.05
2.8515472412109375,0.04,-0.03,0.03,0.05
2.8612942695617676,0.04,-0.04,0.03,0.06
2.8712472915649414,0.04,-0.04,0.02,0.06
2.8812341690063477,0.04,-0.04,0.02,0.06
2.895440101623535,0.04,-0.04,0.02,0.06
2.9012200832366943,0.03,-0.04,0.02,0.05
2.911306142807007,0.04,-0.04,0.04,0.06
2.921131134033203,0.05,-0.04,0.03,0.07
2.9310190677642822,0.05,-0.04,0.03,0.07
2.9408931732177734,0.04,-0.04,0.02,0.06
2.950942039489746,0.04,-0.04,0.03,0.06
2.9609012603759766,0.03,-0.04,0.03,0.05
2.972358226776123,0.03,-0.04,0.02,0.05
2.9808692932128906,0.03,-0.04,0.02,0.05
2.9956932067871094,0.04,-0.05,0.02,0.06
3.0009732246398926,0.04,-0.04,0.02,0.06
3.010828971862793,0.03,-0.04,0.03,0.05
3.0207231044769287,0.05,-0.04,0.04,0.07
3.0307259559631348,0.06,-0.04,0.02,0.07
3.040706157684326,0.04,-0.03,0.03,0.05
3.0506081581115723,0.03,-0.03,0.03,0.05
3.0609130859375,0.03,-0.04,0.03,0.05
3.070533275604248,0.03,-0.04,0.02,0.05
3.0805370807647705,0.03,-0.04,0.02,0.05
3.09474515914917,0.03,-0.04,0.02,0.05
3.1004409790039062,0.03,-0.05,0.03,0.06
3.110664129257202,0.04,-0.04,0.01,0.05
3.1205430030822754,0.03,-0.04,0.02,0.05
3.1306381225585938,0.04,-0.04,0.02,0.06
3.1404480934143066,0.04,-0.04,0.03,0.06
3.1503472328186035,0.03,-0.04,0.02,0.05
3.160534143447876,0.03,-0.04,0.02,0.05
3.170213222503662,0.03,-0.04,0.01,0.05
3.180145263671875,0.03,-0.03,0.02,0.04
3.194751262664795,0.03,-0.04,0.03,0.05
3.2001442909240723,0.03,-0.04,0.02,0.05
3.210172176361084,0.03,-0.04,0.03,0.05
3.2200889587402344,0.03,-0.04,0.03,0.05
3.2304930686950684,0.03,-0.03,0.03,0.05
3.2400970458984375,0.03,-0.03,0.03,0.05
3.250347137451172,0.04,-0.04,0.03,0.06
3.260031223297119,0.03,-0.04,0.03,0.05
3.270139217376709,0.05,-0.04,0.02,0.06
3.280276298522949,0.04,-0.04,0.02,0.06
3.294461250305176,0.04,-0.04,0.02,0.06
3.300173282623291,0.03,-0.04,0.02,0.05
3.309744119644165,0.03,-0.04,0.05,0.07
3.3200650215148926,0.03,-0.03,0.02,0.04
3.3300421237945557,0.04,-0.03,0.03,0.05
3.3397271633148193,0.03,-0.04,0.02,0.05
3.3500800132751465,0.04,-0.03,0.02,0.05
3.3596651554107666,0.03,-0.04,0.03,0.05
3.3698251247406006,0.03,-0.04,0.01,0.05
3.3822360038757324,0.04,-0.03,0.03,0.05
3.3947701454162598,0.04,-0.04,0.02,0.06
3.4077329635620117,0.05,-0.03,-0.17,0.17
3.409027099609375,0.16,0.01,-0.08,0.17
3.4191551208496094,-0.14,-0.04,0.4,0.42
3.4290380477905273,0.1,-0.09,0.0,0.13
3.438979148864746,0.02,-0.05,0.17,0.17
3.4500391483306885,0.02,-0.03,0.05,0.06
3.462533950805664,0.04,-0.02,-0.1,0.1
3.470651149749756,0.06,-0.02,-0.03,0.06
3.479423999786377,0.03,-0.03,0.04,0.05
3.500094175338745,0.04,-0.05,0.01,0.06
3.502554178237915,0.04,-0.03,0.02,0.05
3.508686065673828,0.03,-0.04,0.03,0.05
3.518371105194092,0.03,-0.04,0.03,0.05
3.5297012329101562,0.03,-0.03,0.02,0.04
3.538879156112671,0.04,-0.03,0.02,0.05
3.548835277557373,0.03,-0.03,0.03,0.05
3.5585570335388184,0.03,-0.03,0.02,0.04
3.5702481269836426,0.04,-0.03,0.03,0.05
3.579022169113159,0.04,-0.03,0.03,0.05
3.5993752479553223,0.04,-0.03,0.02,0.05
3.6009840965270996,0.03,-0.04,0.03,0.05
3.608088970184326,0.03,-0.04,0.04,0.06
3.618955135345459,0.04,-0.03,0.03,0.05
3.6288211345672607,0.04,-0.04,0.02,0.06
3.6385281085968018,0.03,-0.04,0.03,0.05
3.6484060287475586,0.03,-0.04,0.03,0.05
3.6580982208251953,0.03,-0.04,0.03,0.05
3.6689929962158203,0.04,-0.04,0.02,0.06
3.6788201332092285,0.04,-0.04,0.03,0.06
3.700016975402832,0.04,-0.02,0.02,0.04
3.701972007751465,0.03,-0.03,0.02,0.04
3.7079591751098633,0.03,-0.04,0.02,0.05
3.719541072845459,0.04,-0.03,0.02,0.05
3.728349208831787,0.04,-0.04,0.02,0.06
3.73836612701416,0.04,-0.03,0.03,0.05
3.749629020690918,0.03,-0.03,0.02,0.04
3.758519172668457,0.03,-0.04,0.03,0.05
3.7687082290649414,0.04,-0.03,0.04,0.06
3.7788100242614746,0.03,-0.04,0.03,0.05
3.796051025390625,0.03,-0.04,0.03,0.05
3.797194004058838,0.03,-0.04,0.03,0.05
3.809183120727539,0.03,-0.03,0.02,0.04
3.8179330825805664,0.04,-0.04,0.03,0.06
3.828165054321289,0.03,-0.04,0.02,0.05
3.837841033935547,0.04,-0.03,0.02,0.05
3.848241090774536,0.03,-0.03,0.03,0.05
3.858034133911133,0.05,-0.03,0.02,0.06
3.868504047393799,0.03,-0.02,0.02,0.04
3.877946138381958,0.03,-0.04,0.0,0.05
3.899343967437744,0.03,-0.04,0.02,0.05
3.9010472297668457,0.02,-0.03,0.03,0.04
3.907824993133545,0.03,-0.03,0.03,0.05
3.9187140464782715,0.03,-0.03,0.02,0.04
3.927338123321533,0.03,-0.02,0.02,0.04
3.938322067260742,0.04,-0.03,0.03,0.05
3.9490280151367188,0.03,-0.03,0.02,0.04
3.9572882652282715,0.04,-0.03,0.02,0.05
3.9683380126953125,0.03,-0.02,0.03,0.04
3.977511167526245,0.03,-0.03,0.02,0.04
3.996648073196411,0.04,-0.02,0.02,0.04
3.999444007873535,0.03,-0.03,0.02,0.04
4.006968975067139,0.03,-0.03,0.02,0.04
4.017670154571533,0.03,-0.04,0.03,0.05
4.026768207550049,0.03,-0.03,0.03,0.05
4.036855220794678,0.03,-0.03,0.03,0.05
4.047976970672607,0.04,-0.03,0.01,0.05
4.058174133300781,0.03,-0.03,0.0,0.04
4.067665100097656,0.02,-0.03,0.02,0.04
4.076669216156006,0.02,-0.03,0.02,0.04
4.099715232849121,0.03,-0.02,0.03,0.04
4.101541996002197,0.03,-0.03,0.03,0.05
4.106763124465942,0.03,-0.04,0.04,0.06
4.117783069610596,0.03,-0.04,0.03,0.05
4.127291202545166,0.03,-0.04,0.02,0.05
4.137299060821533,0.02,-0.03,0.02,0.04
4.147150993347168,0.02,-0.04,0.02,0.04
4.156815052032471,0.03,-0.02,0.03,0.04
4.167325019836426,0.03,-0.03,0.03,0.05
4.177183151245117,0.03,-0.02,0.03,0.04
4.199629068374634,0.03,-0.03,0.03,0.05
4.20166015625,0.02,-0.03,0.01,0.03
4.206292152404785,0.03,-0.03,0.01,0.04
4.216303110122681,0.02,-0.03,0.02,0.04
4.226385116577148,0.03,-0.03,0.02,0.04
4.235892295837402,0.03,-0.03,0.02,0.04
4.246988296508789,0.02,-0.03,0.02,0.04
4.256201267242432,0.02,-0.03,0.02,0.04
4.267568111419678,0.03,-0.03,0.03,0.05
4.27615213394165,0.03,-0.03,0.03,0.05
4.294247150421143,0.04,-0.04,0.02,0.06
4.296571254730225,0.03,-0.04,0.03,0.05
4.3065290451049805,0.03,-0.03,0.02,0.04
4.317432165145874,0.03,-0.02,0.03,0.04
4.325940132141113,0.03,-0.03,0.03,0.05
4.336403131484985,0.03,-0.04,0.03,0.05
4.346938133239746,0.03,-0.03,0.02,0.04
4.356101036071777,0.03,-0.03,0.03,0.05
4.3674211502075195,0.02,-0.03,0.03,0.04
4.3759801387786865,0.03,-0.03,0.03,0.05
4.395386219024658,0.04,-0.03,0.02,0.05
4.398297071456909,0.03,-0.04,0.02,0.05
4.405999183654785,0.03,-0.02,0.02,0.04
4.41610312461853,0.03,-0.03,0.02,0.04
4.425960063934326,0.03,-0.03,0.03,0.05
4.437066078186035,0.03,-0.03,0.02,0.04
4.4459850788116455,0.03,-0.04,0.02,0.05
4.4557530879974365,0.02,-0.04,0.02,0.04
4.466285228729248,0.03,-0.04,0.03,0.05
4.475304126739502,0.03,-0.04,0.03,0.05
4.498099088668823,0.02,-0.03,0.02,0.04
4.500348091125488,0.03,-0.03,0.03,0.05
4.5053911209106445,0.02,-0.03,0.03,0.04
4.515703201293945,0.02,-0.03,0.02,0.04
4.526343107223511,0.03,-0.03,0.03,0.05
4.5356621742248535,0.03,-0.03,0.02,0.04
4.545925140380859,0.04,-0.02,0.02,0.04
4.555736064910889,0.03,-0.03,0.03,0.05
4.566256999969482,0.03,-0.03,0.03,0.05
4.575138092041016,0.03,-0.03,0.03,0.05
4.5989861488342285,0.02,-0.03,0.02,0.04
4.601259231567383,0.02,-0.04,0.03,0.05
4.6051249504089355,0.02,-0.03,0.02,0.04
4.618268013000488,0.03,-0.03,0.02,0.04
4.625614166259766,0.03,-0.04,0.03,0.05
4.635480165481567,0.03,-0.03,0.03,0.05
4.6456990242004395,0.04,-0.03,0.04,0.06
4.655569076538086,0.03,-0.03,0.03,0.05
4.665495157241821,0.03,-0.03,0.02,0.04
4.6752519607543945,0.02,-0.03,0.04,0.05
4.695991039276123,0.03,-0.03,0.04,0.05
4.69782829284668,0.02,-0.03,0.03,0.04
4.704483985900879,0.02,-0.03,0.02,0.04
4.715549945831299,0.03,-0.03,0.03,0.05
4.724677085876465,0.02,-0.04,0.03,0.05
4.735586166381836,0.03,-0.03,0.02,0.04
4.745270252227783,0.02,-0.03,0.02,0.04
4.7552690505981445,0.03,-0.04,0.03,0.05
4.765130043029785,0.03,-0.03,0.03,0.05
4.7746100425720215,0.03,-0.03,0.03,0.05
4.795871257781982,0.03,-0.03,0.03,0.05
4.796850204467773,0.03,-0.03,0.02,0.04
4.8046910762786865,0.02,-0.03,0.02,0.04
4.815582275390625,0.03,-0.03,0.02,0.04
4.825679063796997,0.03,-0.02,0.01,0.03
4.836201190948486,0.03,-0.03,0.02,0.04
4.844804286956787,0.03,-0.04,0.03,0.05
4.854962110519409,0.02,-0.03,0.02,0.04
4.865612030029297,0.02,-0.03,0.03,0.04
4.874320983886719,0.03,-0.03,0.03,0.05
4.894282102584839,0.03,-0.03,0.02,0.04
4.897345066070557,0.03,-0.02,0.04,0.05
4.904044151306152,0.03,-0.03,0.03,0.05
4.914445161819458,0.03,-0.02,0.03,0.04
4.924260139465332,0.02,-0.02,0.02,0.03
4.935283184051514,0.02,-0.03,0.02,0.04
4.9444050788879395,0.03,-0.03,0.03,0.05
4.954550266265869,0.02,-0.03,0.02,0.04
4.965717077255249,0.03,-0.03,0.03,0.05
4.974119186401367,0.03,-0.04,0.03,0.05
4.997615098953247,0.02,-0.03,0.02,0.04
4.9997382164001465,0.02,-0.03,0.02,0.04
5.003977298736572,0.03,-0.03,0.03,0.05
5.014571189880371,0.02,-0.02,0.03,0.04
5.0242600440979,0.03,-0.03,0.02,0.04
5.033998012542725,0.03,-0.03,0.02,0.04
5.044795989990234,0.02,-0.02,0.03,0.04
5.054261207580566,0.02,-0.03,0.02,0.04
5.065860271453857,0.03,-0.03,0.02,0.04
5.073963165283203,0.03,-0.03,0.01,0.04
5.097372055053711,0.02,-0.03,0.04,0.05
5.09959602355957,0.03,-0.03,0.02,0.04
5.10366415977478,0.02,-0.02,0.02,0.03
5.1151721477508545,0.03,-0.03,0.03,0.05
5.123410224914551,0.02,-0.04,0.03,0.05
5.1340012550354,0.03,-0.03,0.03,0.05
5.143408298492432,0.03,-0.03,0.03,0.05
5.153510093688965,0.03,-0.03,0.03,0.05
5.1637749671936035,0.02,-0.03,0.03,0.04
5.1740922927856445,0.03,-0.02,0.02,0.04
5.194796085357666,0.04,-0.04,0.02,0.06
5.197616100311279,0.03,-0.03,0.03,0.05
5.202927112579346,0.03,-0.03,0.02,0.04
5.21314811706543,0.03,-0.03,0.02,0.04
5.2235331535339355,0.04,-0.03,0.01,0.05
5.233765125274658,0.03,-0.03,0.03,0.05
5.242882251739502,0.03,-0.03,0.03,0.05
5.253801107406616,0.03,-0.03,0.02,0.04
5.263221263885498,0.03,-0.03,0.02,0.04
5.2733869552612305,0.02,-0.03,0.02,0.04
5.297093152999878,0.02,-0.03,0.02,0.04
5.298120975494385,0.02,-0.03,0.03,0.04
5.302567005157471,0.02,-0.03,0.03,0.04
5.3139190673828125,0.03,-0.02,0.01,0.03
5.324152946472168,0.02,-0.02,0.03,0.04
5.333728075027466,0.02,-0.02,0.03,0.04
5.3428051471710205,0.02,-0.02,0.02,0.03
5.3530120849609375,0.02,-0.03,0.02,0.04
5.3641462326049805,0.03,-0.03,0.02,0.04
5.372807025909424,0.02,-0.03,0.02,0.04
5.394454002380371,0.02,-0.04,0.01,0.04
5.397112131118774,0.02,-0.03,0.01,0.03
5.402498245239258,0.03,-0.03,0.02,0.04
5.4133141040802,0.03,-0.02,0.02,0.04
5.42257022857666,0.03,-0.02,0.01,0.03
5.43327522277832,0.02,-0.03,0.02,0.04
